"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1135933","Sven  Casteleyn and Zolt&#225;n  Fiala and Geert-Jan  Houben and Kees  van der Sluijs","","","","From Adaptation Engineering to Aspect-oriented Context-dependency","897--898","","2","adaptation, aspect-oriented programming, component-based web engineering, web engineering","10.1145/1135777.1135933","","","","","","","2006","","Proceedings of the 15th International Conference on World Wide Web","WWW '06","","1-59593-323-9","Edinburgh, Scotland","ACM","New York, NY, USA"
"article","1394216","Xiaoyu  Zhang and Denis  Gra&#269;anin","","","","Streaming Web Services for 3D Portal Applications","23--26","","4","3D portal, Web3D, X3D, distributed virtual environment, service-oriented-architecture, streaming","10.1145/1394209.1394216","","","","","","","2008","","Proceedings of the 13th International Symposium on 3D Web Technology","Web3D '08","","978-1-60558-213-9","Los Angeles, California","ACM","New York, NY, USA"
"article","1874163","Mary Ellen  Foster and Katerina  Avramides and Sara  Bernardini and Jingying  Chen and Christopher  Frauenberger and Oliver  Lemon and Kaska  Porayska-Pomsta","","","","Supporting Children's Social Communication Skills Through Interactive Narratives with Virtual Characters","1111--1114","","4","technology-enhanced learning","10.1145/1873951.1874163","","","","","","","2010","","Proceedings of the 18th ACM International Conference on Multimedia","MM '10","","978-1-60558-933-6","Firenze, Italy","ACM","New York, NY, USA"
"article","642664","W. Keith Edwards and Victoria  Bellotti and Anind K. Dey and Mark W. Newman","","","","The Challenges of User-centered Design and Evaluation for Infrastructure","297--304","","8","","10.1145/642611.642664","","","","","","","2003","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '03","","1-58113-630-7","Ft. Lauderdale, Florida, USA","ACM","New York, NY, USA"
"article","1144387","Mark A. Cohen","","","","The Development of a Game Playing Framework Using Interface-based Programming","5--5","","1","","10.1145/1144382.1144387","Crossroads","September 2005","12","1","","October","2005","1528-4972","","","","","","ACM","New York, NY, USA"
"article","1647444","Samuel  Tardieu and Alexis  Polti","","","","Complementing Ada with Other Programming Languages","105--114","","10","Ada streams, FPGA, ravenscar high integrity profile, robotics","10.1145/1653616.1647444","Ada Lett.","December 2009","29","3","","November","2009","1094-3641","","","","","","ACM","New York, NY, USA"
"article","1647444","Samuel  Tardieu and Alexis  Polti","","","","Complementing Ada with Other Programming Languages","105--114","","10","Ada streams, FPGA, ravenscar high integrity profile, robotics","10.1145/1647420.1647444","","","","","","","2009","","Proceedings of the ACM SIGAda Annual International Conference on Ada and Related Technologies","SIGAda '09","","978-1-60558-475-1","Saint Petersburg, Florida, USA","ACM","New York, NY, USA"
"article","1497031","Eike Falk Anderson and Steffen  Engel and Peter  Comninos and Leigh  McLoughlin","","","","The Case for Research in Game Engine Architecture","228--231","","4","entertainment systems, game engine, game engine architecture","10.1145/1496984.1497031","","","","","","","2008","","Proceedings of the 2008 Conference on Future Play: Research, Play, Share","Future Play '08","","978-1-60558-218-4","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","1194717","Yuri  Tijerino and Hirohisa  Masaki and Nobuku  Igaki","","","","AcadeMix Juice- A Hybrid Web 2.0/Semantic Web Platform for Exchange of Academic Knowledge","212--215","","4","","10.1109/WI-IATW.2006.26","","","","","","","2006","","Proceedings of the 2006 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology","WI-IATW '06","","0-7695-2749-3","","IEEE Computer Society","Washington, DC, USA"
"issue","1466664","","","","","","","","","","","Personal Ubiquitous Comput.","January   2009","13","1","","January","2009","","","","","","","Springer-Verlag","London, UK, UK"
"article","2513498","Charmain  Cilliers and Lynette  Barnard and Thomas  Hibbers and Melisa  Koorsse","","","","MIDD: An Architecture for Inter-domain Mobile Content Distribution","312--319","","8","mobile application, mobile content distribution, mobile user interface, user interface generation","10.1145/2513456.2513498","","","","","","","2013","","Proceedings of the South African Institute for Computer Scientists and Information Technologists Conference","SAICSIT '13","","978-1-4503-2112-9","East London, South Africa","ACM","New York, NY, USA"
"article","1151677","Robert  Biddle and James  Noble and Ewan  Tempero","","","","Patterns for Essential Use Case Bodies","85--98","","14","","","","","","","","","2003","","Proceedings of the 2002 Conference on Pattern Languages of Programs - Volume 13","CRPIT '02","","0-909-92591-7","Melbourne, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","636609","Raimund  Dachselt and Enrico  Rukzio","","","","Behavior3D: An XML-based Framework for 3D Graphics Behavior","101--ff","","","Contigra, Extensible 3D (X3D), SMIL, XML-Schema, animation, behavior language, dynamic grammar, object behaviors","10.1145/636593.636609","","","","","","","2003","","Proceedings of the Eighth International Conference on 3D Web Technology","Web3D '03","","1-58113-644-7","Saint Malo, France","ACM","New York, NY, USA"
"article","1594953","Marian F. Ursu and Vilmos  Zsombori and John  Wyver and Lucie  Conrad and Ian  Kegel and Doug  Williams","","","","Interactive Documentaries: A Golden Age","41:1--41:29","41","29","Interactive media, Narrative Structure Language, ShapeShifting Media, computational narrativity, digital storytelling, interactive documentary, interactive narratives, interactive storytelling, interactive television, nonlinear narratives","10.1145/1594943.1594953","Comput. Entertain.","September 2009","7","3","","September","2009","1544-3574","","","","","","ACM","New York, NY, USA"
"article","1286619","C. R. Spath and L. S. Schneider","","","","A Generalized End-user Facility Architecture for Relational Database Systems","359--369","","11","","","","","","","","","1977","","Proceedings of the Third International Conference on Very Large Data Bases - Volume 3","VLDB '77","","","Tokyo, Japan","VLDB Endowment",""
"article","504526","Luca  Chittaro and Roberto  Ranon","","","","Dynamic Generation of Personalized VRML Content: A General Approach and Its Application to 3D e-Commerce","145--154","","10","VRML, adaptive interfaces, e-commerce, web architectures","10.1145/504502.504526","","","","","","","2002","","Proceedings of the Seventh International Conference on 3D Web Technology","Web3D '02","","1-58113-468-1","Tempe, Arizona, USA","ACM","New York, NY, USA"
"article","354373","E.  Pontelli and W.  Xiong and G.  Gupta and A. I. Karshmer","","","","A Domain Specific Language Framework for Non-visual Browsing of Complex HTML Structures","180--187","","8","HTML, Web browsers, domain specific languages","10.1145/354324.354373","","","","","","","2000","","Proceedings of the Fourth International ACM Conference on Assistive Technologies","Assets '00","","1-58113-313-8","Arlington, Virginia, USA","ACM","New York, NY, USA"
"article","765906","Mette  Kjaersgaard and Jesper  Pedersen and Tom  Djajadiningrat","","","","A Lost Cause: The Ever-improving Developer's Map","642--643","","2","ethnographic field studies, tangible interaction","10.1145/765891.765906","","","","","","","2003","","CHI '03 Extended Abstracts on Human Factors in Computing Systems","CHI EA '03","","1-58113-637-4","Ft. Lauderdale, Florida, USA","ACM","New York, NY, USA"
"article","1194802","Jiangnan  Qiu and Yongxiang  Yao and Yanzhang  Wang and Xuehua  Wang","","","","Research on E-Government Knowledge Navigation System Based on XTM","586--589","","4","","10.1109/WI-IATW.2006.111","","","","","","","2006","","Proceedings of the 2006 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology","WI-IATW '06","","0-7695-2749-3","","IEEE Computer Society","Washington, DC, USA"
"article","2370801","Rinus  Plasmeijer and Bas  Lijnse and Steffen  Michels and Peter  Achten and Pieter  Koopman","","","","Task-oriented Programming in a Pure Functional Language","195--206","","12","clean, task-oriented programming","10.1145/2370776.2370801","","","","","","","2012","","Proceedings of the 14th Symposium on Principles and Practice of Declarative Programming","PPDP '12","","978-1-4503-1522-7","Leuven, Belgium","ACM","New York, NY, USA"
"article","775247","Andrei Z. Broder and Marc  Najork and Janet L. Wiener","","","","Efficient URL Caching for World Wide Web Crawling","679--689","","11","URL caching, caching, crawling, distributed crawlers, web crawlers, web graph models","10.1145/775152.775247","","","","","","","2003","","Proceedings of the 12th International Conference on World Wide Web","WWW '03","","1-58113-680-3","Budapest, Hungary","ACM","New York, NY, USA"
"article","2669914","Javier Santofimia Ruiz and H&#233;ctor J. Pijeira D&#237;az and Jos&#233; A. Ruip&#233;rez-Valiente and Pedro J. Mu&#241;oz-Merino and Carlos Delgado Kloos","","","","Towards the Development of a Learning Analytics Extension in Open edX","299--306","","8","MOOCs, learning analytics, visualizations","10.1145/2669711.2669914","","","","","","","2014","","Proceedings of the Second International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM '14","","978-1-4503-2896-8","Salamanca, Spain","ACM","New York, NY, USA"
"article","2536578","Jos&#233; A. Ruip&#233;rez-Valiente and Pedro J. Mu&#241;oz-Merino and Carlos Delgado Kloos","","","","An Architecture for Extending the Learning Analytics Support in the Khan Academy Framework","277--284","","8","architectures, data processing, learning analytics, recommenders, visualizations","10.1145/2536536.2536578","","","","","","","2013","","Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality","TEEM '13","","978-1-4503-2345-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","1229411","Xiaoyu  Zhang and Denis  Gra&#269;anin","","","","From Coarse-grained Components to DVE Applications: A Service- and Component-based Framework","113--121","","9","coarse-grained component, distributed virtual environment, framework, interaction tasks, web 3D, web services","10.1145/1229390.1229411","","","","","","","2007","","Proceedings of the Twelfth International Conference on 3D Web Technology","Web3D '07","","978-1-59593-652-3","Perugia, Italy","ACM","New York, NY, USA"
"article","2381782","Samer  Al-Zain and Derar  Eleyan and Joy  Garfield","","","","Automated User Interface Testing for Web Applications and TestComplete","350--354","","5","ASP.NET, automated testing, quality assurance, testcomplete, visual studio, web application","10.1145/2381716.2381782","","","","","","","2012","","Proceedings of the CUBE International Information Technology Conference","CUBE '12","","978-1-4503-1185-4","Pune, India","ACM","New York, NY, USA"
"article","337642","Giancarlo  Succi and Raymond  Wong and Eric  Liu and Michael  Smith","","","","Supporting Dynamic Composition of Components","787--","","","","10.1145/337180.337642","","","","","","","2000","","Proceedings of the 22Nd International Conference on Software Engineering","ICSE '00","","1-58113-206-9","Limerick, Ireland","ACM","New York, NY, USA"
"article","2536571","N&#233;lida  Hierro and Nikolaos  Galanis and Enric  Mayol and Maria Jos&#233; Casany and Marc  Alier","","","","Using a Pull Mechanism for Connecting an Informal Learning Collector with External Applications","225--229","","5","informal learning, lifelong learning, push and pull mechanisms, usability","10.1145/2536536.2536571","","","","","","","2013","","Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality","TEEM '13","","978-1-4503-2345-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","1639835","Emre  Baydogan and Saurav  Mazumdar and Lee A. Belfore,II","","","","Simulation Architecture for Virtual Operating Room Training","25:1--25:5","25","5","agent-based simulation, laparoscopic cholecystectomy, medical simulation, team-training, virtual operating room","","","","","","","","2009","","Proceedings of the 2009 Spring Simulation Multiconference","SpringSim '09","","","San Diego, California","Society for Computer Simulation International","San Diego, CA, USA"
"article","2466554","Nicholas F. Polys and Felipe  Bacim and Mehdi  Setareh and Brett  Jones","","","","Building Novel Web3D User Interfaces: A Case Study from Architecture and Structural Engineering","135--138","","4","3D user interfaces, Extensible3D (X3D), software engineering","10.1145/2466533.2466554","","","","","","","2013","","Proceedings of the 18th International Conference on 3D Web Technology","Web3D '13","","978-1-4503-2133-4","San Sebastian, Spain","ACM","New York, NY, USA"
"article","1882418","Leon J. Osterweil and Lori A. Clarke","","","","Supporting Negotiation and Dispute Resolution with Computing and Communication Technologies","269--272","","4","dispute resolution, human-computer collaborative systems, process definition and execution","10.1145/1882362.1882418","","","","","","","2010","","Proceedings of the FSE/SDP Workshop on Future of Software Engineering Research","FoSER '10","","978-1-4503-0427-6","Santa Fe, New Mexico, USA","ACM","New York, NY, USA"
"article","2695994","Michaela  Ba&#269;&#237;kov&#225; and Jaroslav  Porub&#228;n and Sergej  Chodarev and Milan  Nos&#225;l'","","","","Bootstrapping DSLs from User Interfaces","2115--2118","","4","domain analysis, domain model, domain-specific language, graphical user interface","10.1145/2695664.2695994","","","","","","","2015","","Proceedings of the 30th Annual ACM Symposium on Applied Computing","SAC '15","","978-1-4503-3196-8","Salamanca, Spain","ACM","New York, NY, USA"
"article","2305547","Thomas  Schlegel and Stefan  Pietschmann and Romina  K&#252;hn","","","","Model-based Interactive Ubiquitous Systems","335--336","","2","adaptive interaction, context-awareness, eics workshop, generation, interactive systems, mda, models, modiquitous, multimodal interaction, runtime, self-adaptation, software engineering, transformation, ubiquitous systems","10.1145/2305484.2305547","","","","","","","2012","","Proceedings of the 4th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '12","","978-1-4503-1168-7","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","2078321","Jing  He and Yanchun  Zhang and Guangyan  Huang and Jinli  Cao","","","","A Smart Web Service Based on the Context of Things","13:1--13:23","13","23","Context-awareness, REpresentational State Transfer (REST), context of things, smart Web services","10.1145/2078316.2078321","ACM Trans. Internet Technol.","January 2012","11","3","","February","2012","1533-5399","","","","","","ACM","New York, NY, USA"
"article","2543704","Denis  Gracanin and Xiaoyu  Zhang","","","","Caffe Neve: A Podcasting-Capable Framework for Crearing Flexible and Extensible 3D Applications","5:1--5:30","5","30","3D podcasting, X3D, distributed virtual environments","10.1145/2543698.2543704","Comput. Entertain.","March 2013","11","1","","April","2014","1544-3574","","","","","","ACM","New York, NY, USA"
"article","1412198","Marian F. Ursu and Maureen  Thomas and Ian  Kegel and Doug  Williams and Mika  Tuomola and Inger  Lindstedt and Terence  Wright and Andra  Leurdijk and Vilmos  Zsombori and Julia  Sussner and Ulf  Myrestam and Nina  Hall","","","","Interactive TV Narratives: Opportunities, Progress, and Challenges","25:1--25:39","25","39","Interactive, computational narrativity, digital storytelling, entertainment, media, narrativity, nonlinear, screen media, shapeshifting, television","10.1145/1412196.1412198","ACM Trans. Multimedia Comput. Commun. Appl.","October 2008","4","4","","November","2008","1551-6857","","","","","","ACM","New York, NY, USA"
"article","1151672","Pradip K. Sarkar and Jacob L. Cybulski","","","","A Set of Patterns for the Web-based Interfaces of an Employee Services System","25--35","","11","Stakeholder concerns, analysis patterns, web-based applications","","","","","","","","2003","","Proceedings of the 2002 Conference on Pattern Languages of Programs - Volume 13","CRPIT '02","","0-909-92591-7","Melbourne, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","1092586","Alberto  Pan and Juan  Raposo and Manuel  Alvarez and Paula  Montoto and Jose  Losada and Justo  Hidalgo","","","","ITPilot: A Toolkit for Industrial-Strength Web Data Extraction","798--801","","4","","10.1109/WI.2005.85","","","","","","","2005","","Proceedings of the 2005 IEEE/WIC/ACM International Conference on Web Intelligence","WI '05","","0-7695-2415-X","","IEEE Computer Society","Washington, DC, USA"
"article","1631109","Juan M. Silva and Alain  Mouttham and Abdulmotaleb  El Saddik","","","","UbiMeds: A Mobile Application to Improve Accessibility and Support Medication Adherence","71--78","","8","ambient intelligence, medication adherence, mobile computing, ubiquitous web, web services","10.1145/1631097.1631109","","","","","","","2009","","Proceedings of the 1st ACM SIGMM International Workshop on Media Studies and Implementations That Help Improving Access to Disabled Users","MSIADU '09","","978-1-60558-764-6","Beijing, China","ACM","New York, NY, USA"
"article","331819","Viera K. Proulx","","","","Programming Patterns and Design Patterns in the Introductory Computer Science Course","80--84","","5","","10.1145/331795.331819","SIGCSE Bull.","Mar. 2000","32","1","","March","2000","0097-8418","","","","","","ACM","New York, NY, USA"
"article","331819","Viera K. Proulx","","","","Programming Patterns and Design Patterns in the Introductory Computer Science Course","80--84","","5","","10.1145/330908.331819","","","","","","","2000","","Proceedings of the Thirty-first SIGCSE Technical Symposium on Computer Science Education","SIGCSE '00","","1-58113-213-1","Austin, Texas, USA","ACM","New York, NY, USA"
"article","2331716","Mehdi  Chouiten and Christophe  Domingues and Jean-Yves  Didier and Samir  Otmane and Malik  Mallem","","","","Distributed Mixed Reality for Remote Underwater Telerobotics Exploration","1:1--1:6","1","6","augmented reality, distributed architecture, mixed reality, telerobotics, underwater","10.1145/2331714.2331716","","","","","","","2012","","Proceedings of the 2012 Virtual Reality International Conference","VRIC '12","","978-1-4503-1243-1","Laval, France","ACM","New York, NY, USA"
"article","1378786","Mark J. Nelson and Michael  Mateas","","","","An Interactive Game-design Assistant","90--98","","9","","10.1145/1378773.1378786","","","","","","","2008","","Proceedings of the 13th International Conference on Intelligent User Interfaces","IUI '08","","978-1-59593-987-6","Gran Canaria, Spain","ACM","New York, NY, USA"
"article","338566","Wolfgang  Golubski and Thomas  Feuring and Johannes-Bernhard  Hundhege","","","","Web-based Money Investment Consultant","797--798","","2","","10.1145/338407.338566","","","","","","","2000","","Proceedings of the 2000 ACM Symposium on Applied Computing - Volume 2","SAC '00","","1-58113-240-9","Como, Italy","ACM","New York, NY, USA"
"article","274570","Bernd  Bruegge and Truman  Fenton and Tae Wook Kim and Ricardo  Pravia and Aseem  Sharma and Benedict  Fernandes and Seongju  Chang and Volker  Hartkopf","","","","Turning Light Bulbs into Objects","10--15","","6","","10.1145/274567.274570","","","","","","","1997","","Addendum to the 1997 ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications (Addendum)","OOPSLA '97","","1-58113-037-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2889229","Brian  Anderson and Lars  Bergstrom and Manish  Goregaokar and Josh  Matthews and Keegan  McAllister and Jack  Moffitt and Simon  Sapin","","","","Engineering the Servo Web Browser Engine Using Rust","81--89","","9","Rust, browser engine, concurrency, parallelism, servo","10.1145/2889160.2889229","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering Companion","ICSE '16","","978-1-4503-4205-6","Austin, Texas","ACM","New York, NY, USA"
"article","2503864","I.  Bouchrika and L.  Ait-Oubelli and A.  Rabir and N.  Harrathi","","","","Mockup-based Navigational Diagram for the Development of Interactive Web Applications","27--32","","6","HCI, mockups, prototyping, software engineering","10.1145/2503859.2503864","","","","","","","2013","","Proceedings of the 2013 International Conference on Information Systems and Design of Communication","ISDOC '13","","978-1-4503-2299-7","Lisboa, Portugal","ACM","New York, NY, USA"
"article","142630","Barry  Arons","","","","Tools for Building Asynchronous Servers to Support Speech and Audio Applications","71--78","","8","asynchronous message passing, audio servers, distributed client-server architecture, remote procedure call, speech and studio applications, speech recognition and synthesis","10.1145/142621.142630","","","","","","","1992","","Proceedings of the 5th Annual ACM Symposium on User Interface Software and Technology","UIST '92","","0-89791-549-6","Monteray, California, USA","ACM","New York, NY, USA"
"article","351013","Mike  Daily and Mike  Howard and Jason  Jerald and Craig  Lee and Kevin  Martin and Doug  McInnes and Pete  Tinker","","","","Distributed Design Review in Virtual Environments","57--63","","7","design review, global scale collaboration, multi-modal, spatialized audio, speech recognition, tele-conferencing, virtual environments","10.1145/351006.351013","","","","","","","2000","","Proceedings of the Third International Conference on Collaborative Virtual Environments","CVE '00","","1-58113-303-0","San Francisco, California, USA","ACM","New York, NY, USA"
"proceeding","2855321","","","","Program Chair-Veli-Pekka  Eloranta and Conference Chair-Claudius  Link","","","","","","","","","","","","","2015","","Proceedings of the 20th European Conference on Pattern Languages of Programs","","","978-1-4503-3847-9","Kaufbeuren, Germany","ACM","New York, NY, USA"
"article","2833199","Aharon  Abadi and Lori  Flynn and Jeff  Gray","","","","Workshop Preview of the 3rd International Workshop on Mobile Development Lifecycle (MobileDeLi 2015)","93--94","","2","mobile computing, software engineering","10.1145/2814189.2833199","","","","","","","2015","","Companion Proceedings of the 2015 ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity","SPLASH Companion 2015","","978-1-4503-3722-9","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","354363","Anita W. Huang and Neel  Sundaresan","","","","A Semantic Transcoding System to Adapt Web Services for Users with Disabilities","156--163","","8","Web accessiblity, Web intermediaries, XML transcoding, adaptability, adaptivity, disabled users","10.1145/354324.354363","","","","","","","2000","","Proceedings of the Fourth International ACM Conference on Assistive Technologies","Assets '00","","1-58113-313-8","Arlington, Virginia, USA","ACM","New York, NY, USA"
"issue","1373576","","","","","","","","","","","Crossroads","March 2008","14","3","","March","2008","","","","","","","ACM","New York, NY, USA"
"article","1379146","Jessica  Rubart","","","","Hypermedia Design Patterns","243--244","","2","design patterns, hypermedia models, linking","10.1145/1379092.1379146","","","","","","","2008","","Proceedings of the Nineteenth ACM Conference on Hypertext and Hypermedia","HT '08","","978-1-59593-985-2","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","1486520","Jo&#227;o  Bernardes and Ricardo  Nakamura and Daniel  Calife and Daniel  Tokunaga and Romero  Tori","","","","Integrating the Wii Controller with enJine: 3D Interfaces Extending the Frontiers of a Didactic Game Engine","12:1--12:19","12","19","3D user interfaces, Game engine","10.1145/1486508.1486520","Comput. Entertain.","February 2009","7","1","","February","2009","1544-3574","","","","","","ACM","New York, NY, USA"
"article","224651","Catherine E. Drury and K. Ronald Laughery","","","","Fundamentals of Using Micro Saint in Manufacturing, Health Care, Human Factors and Business Process Reengineering","420--426","","7","","10.1145/224401.224651","","","","","","","1995","","Proceedings of the 27th Conference on Winter Simulation","WSC '95","","0-7803-3018-8","Arlington, Virginia, USA","IEEE Computer Society","Washington, DC, USA"
"article","2406395","Valentim  Realinho and Teresa  Rom&#227;o and A. Eduardo Dias","","","","An Event-driven Workflow Framework to Develop Context-aware Mobile Applications","22:1--22:10","22","10","context-awareness, interaction design, mobility, rapid application development, ubiquitous computing, usability evaluation","10.1145/2406367.2406395","","","","","","","2012","","Proceedings of the 11th International Conference on Mobile and Ubiquitous Multimedia","MUM '12","","978-1-4503-1815-0","Ulm, Germany","ACM","New York, NY, USA"
"article","1150001","Mih&#225;ly  Jakob and Holger  Schwarz and Fabian  Kaiser and Bernhard  Mitschang","","","","Towards an Operation Model for Generated Web Applications","","7","","code generation, data-intensive applications, object-orientation, operation modeling, web application design","10.1145/1149993.1150001","","","","","","","2006","","Workshop Proceedings of the Sixth International Conference on Web Engineering","ICWE '06","","1-59593-435-9","Palo Alto, California, USA","ACM","New York, NY, USA"
"article","1291174","Rinus  Plasmeijer and Peter  Achten and Pieter  Koopman","","","","iTasks: Executable Specifications of Interactive Work Flow Systems for the Web","141--152","","12","clean, iData, iTask","10.1145/1291220.1291174","SIGPLAN Not.","September 2007","42","9","","October","2007","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1291174","Rinus  Plasmeijer and Peter  Achten and Pieter  Koopman","","","","iTasks: Executable Specifications of Interactive Work Flow Systems for the Web","141--152","","12","clean, iData, iTask","10.1145/1291151.1291174","","","","","","","2007","","Proceedings of the 12th ACM SIGPLAN International Conference on Functional Programming","ICFP '07","","978-1-59593-815-2","Freiburg, Germany","ACM","New York, NY, USA"
"article","372305","Andrea  Bracciali and Antonio  Brogi and Franco  Turini","","","","Coordinating Interaction Patterns","159--165","","7","interaction, interface description languages, open systems","10.1145/372202.372305","","","","","","","2001","","Proceedings of the 2001 ACM Symposium on Applied Computing","SAC '01","","1-58113-287-5","Las Vegas, Nevada, USA","ACM","New York, NY, USA"
"article","1373577","Justin  Solomon","","","","Introduction","2--2","","1","","10.1145/1373576.1373577","Crossroads","March 2008","14","3","","March","2008","1528-4972","","","","","","ACM","New York, NY, USA"
"article","355288","Ranga Raju Vatsavai and Thomas E. Burk and B. Tyler Wilson and Shashi  Shekhar","","","","A Web-based Browsing and Spatial Analysis System for Regional Natural Resource Analysis and Mapping","95--101","","7","Web GIS, client/server, load balancing","10.1145/355274.355288","","","","","","","2000","","Proceedings of the 8th ACM International Symposium on Advances in Geographic Information Systems","GIS '00","","1-58113-319-7","Washington, D.C., USA","ACM","New York, NY, USA"
"article","2305508","Oliver  Schmid and Agnes  Lisowska Masson and B&#233;at  Hirsbrunner","","","","Collaborative Web Browsing: Multiple Users, Multiple Pages, Concurrent Access, One Display","141--150","","10","collaboration, simultaneous multi-user web browsing, web proxy","10.1145/2305484.2305508","","","","","","","2012","","Proceedings of the 4th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '12","","978-1-4503-1168-7","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","345362","Oscar  Pastor and Pedro J. Molina and Alberto  Aparicio","","","","Specifying Interface Properties in Object-oriented Conceptual Models","302--304","","3","automatic code generation, graphic environments, human computer interfaces, object-oriented methods, object-oriented paradigm, patterns","10.1145/345513.345362","","","","","","","2000","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '00","","1-58113-252-2","Palermo, Italy","ACM","New York, NY, USA"
"article","345288","Gustavo  Rossi and Daniel  Schwabe and Fernando  Lyardet","","","","User Interface Patterns for Hypermedia Applications","136--142","","7","design patterns, hypermedia applications, interface patterns","10.1145/345513.345288","","","","","","","2000","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '00","","1-58113-252-2","Palermo, Italy","ACM","New York, NY, USA"
"article","1286296","Jessica  Rubart","","","","Architecting Structure-aware Applications","185--188","","4","architectural pattern, cooperative hypermedia, structural computing, structural model","10.1145/1286240.1286296","","","","","","","2007","","Proceedings of the Eighteenth Conference on Hypertext and Hypermedia","HT '07","","978-1-59593-820-6","Manchester, UK","ACM","New York, NY, USA"
"article","260313","Owen  Walcher","","","","Reengineering Legacy Systems Using GUI and Client/Server Technology","37--38","","2","","10.1145/260304.260313","SIGPLAN OOPS Mess.","April 1994","5","2","","April","1993","1055-6400","","","","","","ACM","New York, NY, USA"
"article","260313","Owen  Walcher","","","","Reengineering Legacy Systems Using GUI and Client/Server Technology","37--38","","2","","10.1145/260303.260313","","","","","","","1993","","Addendum to the Proceedings on Object-oriented Programming Systems, Languages, and Applications (Addendum)","OOPSLA '93","","0-89791-661-1","Washington, D.C., USA","ACM","New York, NY, USA"
"article","1230049","Fernando  Trinta and Carlos  Ferraz and Geber  Ramalho","","","","Middleware Services for Pervasive Multiplatform Networked Games","","39","","mobile games, pervasive computing","10.1145/1230040.1230049","","","","","","","2006","","Proceedings of 5th ACM SIGCOMM Workshop on Network and System Support for Games","NetGames '06","","1-59593-589-4","Singapore","ACM","New York, NY, USA"
"article","1824753","Jean  Vanderdonckt and Francisco Montero Simarro","","","","Generative Pattern-based Design of User Interfaces","12--19","","8","descriptive pattern, generative pattern, model-driven engineering, user interface pattern","10.1145/1824749.1824753","","","","","","","2010","","Proceedings of the 1st International Workshop on Pattern-Driven Engineering of Interactive Computing Systems","PEICS '10","","978-1-4503-0246-3","Berlin, Germany","ACM","New York, NY, USA"
"article","1145596","Mih&#225;ly  Jakob and Holger  Schwarz and Fabian  Kaiser and Bernhard  Mitschang","","","","Modeling and Generating Application Logic for Data-intensive Web Applications","77--84","","8","application logic modeling, code generation, data-intensive applications, object-orientation, web application design","10.1145/1145581.1145596","","","","","","","2006","","Proceedings of the 6th International Conference on Web Engineering","ICWE '06","","1-59593-352-2","Palo Alto, California, USA","ACM","New York, NY, USA"
"article","2487914","Matthias  Heinrich and Franz  Lehmann and Franz Josef  Gr&#252;neberger and Thomas  Springer and Martin  Gaedke","","","","Analyzing the Suitability of Web Applications for a Single-user to Multi-user Transformation","249--252","","4","groupware, shared editing, web applications, web engineering","10.1145/2487788.2487914","","","","","","","2013","","Proceedings of the 22Nd International Conference on World Wide Web","WWW '13 Companion","","978-1-4503-2038-2","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","1858528","Felipe  Soares de Oliveira and Jorge Andrade Mangueira and Guido Lemos de Souza Filho","","","","Architecture for Production and Collaboration of TV Content on the Internet","51:1--51:4","51","4","<i>Social Media</i>, Web 2.0, colabora&#231;&#227;o, multim&#237;dia","10.1145/1858477.1858528","","","","","","","2009","","Proceedings of the XV Brazilian Symposium on Multimedia and the Web","WebMedia '09","","978-1-60558-880-3","Fortaleza, Cear&aacute;, Brazil","ACM","New York, NY, USA"
